Win/No Contest/Draw,Fighter_1,Fighter_2,KD_1,KD_2,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,Weight_Class,Method,Round,Fight_Time
win,Rafael Dos Anjos,Tarec Saffiedine,0,0,81,60,1,1,1,0,Welterweight,U-DEC,3,5:00
win,Jon Tuck,Takanori Gomi,0,0,7,0,0,0,1,0,Lightweight,SUB Rear Naked Choke,1,1:12
win,Walt Harris,Cyril Asker,1,0,21,2,0,0,0,0,Heavyweight,KO/TKO Elbows,1,1:44
win,Alex Caceres,Rolando Dy,1,0,51,20,0,1,1,0,Featherweight,KO/TKO,2,5:00
win,Yuta Sasaki,Justin Scoggins,0,1,21,37,2,1,1,0,Flyweight,SUB Rear Naked Choke,2,3:19
win,Li Jingliang,Frank Camacho,0,0,94,35,2,1,0,0,Welterweight,U-DEC,3,5:00
win,Russell Doane,Kwan Ho Kwak,1,0,17,10,0,1,0,0,Bantamweight,KO/TKO Punches,1,4:09
win,Naoki Inoue,Carls John De Tomas,0,0,62,30,0,2,5,0,Flyweight,U-DEC,3,5:00
win,Lucie Pudilova,Ji Yeon Kim,0,0,53,60,0,0,2,0,Women's Bantamweight,U-DEC,3,5:00
win,Mark Hunt,Derrick Lewis,0,0,59,51,0,0,0,0,Heavyweight,KO/TKO Punches,4,3:51
win,Derek Brunson,Daniel Kelly,1,0,8,1,0,0,0,0,Middleweight,KO/TKO Punch,1,1:16
win,Dan Hooker,Ross Pearson,1,0,69,38,0,0,0,0,Lightweight,KO/TKO Knee,2,3:02
win,Ion Cutelaba,Henrique da Silva,1,0,15,1,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,0:22
win,Ben Nguyen,Tim Elliott,0,0,3,1,1,0,1,0,Flyweight,SUB Rear Naked Choke,1,0:49
win,Alexander Volkanovski,Mizuto Hirota,1,0,87,46,4,0,0,0,Featherweight,U-DEC,3,5:00
win,Vinc Pichel,Damien Brown,1,0,19,21,0,0,0,0,Lightweight,KO/TKO Punch,1,3:37
win,Luke Jumeau,Dominique Steele,0,0,40,44,0,1,0,0,Welterweight,U-DEC,3,5:00
win,John Moraga,Ashkan Mokhtarian,0,0,56,12,2,1,4,0,Flyweight,U-DEC,3,5:00
win,Zak Ottow,Kiichi Kunimoto,0,0,37,25,2,2,0,0,Welterweight,S-DEC,3,5:00
win,JJ Aldrich,Chan-Mi Jeon,0,0,98,92,0,0,0,0,Women's Strawweight,U-DEC,3,5:00
win,Max Holloway,Jose Aldo,1,0,104,55,0,0,0,0,Featherweight,KO/TKO Punches,3,4:13
win,Claudia Gadelha,Karolina Kowalkiewicz,0,0,8,9,1,0,1,0,Women's Strawweight,SUB Rear Naked Choke,1,3:03
win,Vitor Belfort,Nate Marquardt,0,0,37,57,0,1,0,0,Middleweight,U-DEC,3,5:00
win,Paulo Costa,Oluwale Bamgbose,0,0,43,33,0,2,0,0,Middleweight,KO/TKO Punches,2,1:06
win,Yancy Medeiros,Erick Silva,1,0,33,29,0,0,0,0,Welterweight,KO/TKO Punch,2,2:01
win,Raphael Assuncao,Marlon Moraes,0,0,43,44,0,0,0,0,Bantamweight,S-DEC,3,5:00
win,Antonio Carlos Junior,Eric Spicely,0,0,12,17,1,1,2,0,Middleweight,SUB Rear Naked Choke,2,3:49
win,Matthew Lopez,Johnny Eduardo,0,0,43,16,1,0,0,1,Bantamweight,KO/TKO Punches,1,2:57
win,Brian Kelleher,Iuri Alcantara,0,0,4,12,0,1,1,0,Bantamweight,SUB Guillotine Choke,1,1:48
win,Viviane Pereira,Jamie Moyle,0,0,80,80,0,0,0,0,Women's Strawweight,U-DEC,3,5:00
win,Luan Chagas,Jim Wallhead,1,0,95,32,0,0,1,0,Welterweight,SUB Rear Naked Choke,2,4:48
win,Deiveson Figueiredo,Marco Beltran,1,0,17,16,2,0,4,0,Flyweight,KO/TKO,2,5:00
win,Alexander Gustafsson,Glover Teixeira,2,0,97,42,1,1,0,0,Light Heavyweight,KO/TKO Punches,5,1:07
win,Volkan Oezdemir,Misha Cirkunov,1,0,5,9,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,0:28
win,Peter Sobotta,Ben Saunders,3,0,46,19,0,0,0,0,Welterweight,KO/TKO Knee,2,2:29
win,Omari Akhmedov,Abdul Razak Alhassan,0,0,52,43,6,0,0,0,Welterweight,S-DEC,3,5:00
win,Nordine Taleb,Oliver Enkamp,0,0,57,34,2,1,0,0,Welterweight,U-DEC,3,5:00
win,Jack Hermansson,Alex Nicholson,0,0,23,1,1,0,0,1,Middleweight,KO/TKO Punches,1,2:00
win,Pedro Munhoz,Damian Stasiak,0,0,65,44,3,2,1,0,Bantamweight,U-DEC,3,5:00
win,Trevor Smith,Chris Camozzi,1,0,39,10,4,0,0,1,Middleweight,U-DEC,3,5:00
win,Joaquim Silva,Reza Madadi,0,0,40,26,0,5,1,0,Lightweight,S-DEC,3,5:00
win,Bojan Velickovic,Nicholas Musoke,1,0,53,49,1,1,0,0,Welterweight,KO/TKO Punch,3,4:37
win,Darren Till,Jessin Ayari,1,0,31,28,2,0,0,1,Welterweight,U-DEC,3,5:00
win,Damir Hadzovic,Marcin Held,1,0,14,31,0,4,0,1,Lightweight,KO/TKO Knee,3,0:07
win,Stipe Miocic,Junior Dos Santos,1,0,26,12,0,0,0,0,Heavyweight,KO/TKO Punch,1,2:22
win,Joanna Jedrzejczyk,Jessica Andrade,0,0,225,83,0,2,0,0,Women's Strawweight,U-DEC,5,5:00
win,Demian Maia,Jorge Masvidal,0,0,23,39,4,0,0,0,Welterweight,S-DEC,3,5:00
win,Frankie Edgar,Yair Rodriguez,0,0,72,16,1,0,0,1,Featherweight,KO/TKO,2,5:00
win,David Branch,Krzysztof Jotko,0,0,39,28,2,1,0,0,Middleweight,S-DEC,3,5:00
ncnc,Eddie Alvarez,Dustin Poirier,0,0,44,73,1,0,0,2,Lightweight,CNC,2,4:02
win,Jason Knight,Chas Skelly,1,0,59,29,2,1,3,0,Featherweight,KO/TKO Punch,3,0:39
win,Chase Sherman,Rashad Coulter,1,0,103,36,0,0,0,0,Heavyweight,KO/TKO Elbow,2,3:36
win,James Vick,Marco Polo Reyes,1,0,20,16,0,0,0,0,Lightweight,KO/TKO Punch,1,2:39
win,Cortney Casey,Jessica Aguilar,0,0,103,57,0,4,0,0,Women's Strawweight,U-DEC,3,5:00
win,Enrique Barzola,Gabriel Benitez,0,0,46,51,9,0,1,0,Featherweight,U-DEC,3,5:00
win,Gadzhimurad Antigulov,Joachim Christensen,0,0,2,1,1,0,1,0,Light Heavyweight,SUB Rear Naked Choke,1,2:21
win,Cub Swanson,Artem Lobov,0,0,209,123,2,2,0,0,Featherweight,U-DEC,5,5:00
win,Al Iaquinta,Diego Sanchez,2,0,12,4,0,0,0,0,Lightweight,KO/TKO Punch,1,1:38
win,Ovince Saint Preux,Marcos Rogerio de Lima,0,0,21,17,1,0,1,0,Light Heavyweight,SUB Von Flue Choke,2,2:11
win,John Dodson,Eddie Wineland,0,0,48,21,0,0,0,0,Bantamweight,U-DEC,3,5:00
win,Stevie Ray,Joe Lauzon,0,0,109,46,0,5,1,1,Lightweight,M-DEC,3,5:00
win,Mike Perry,Jake Ellenberger,2,0,26,17,0,1,0,0,Welterweight,KO/TKO Elbow,2,1:05
win,Thales Leites,Sam Alvey,0,0,38,27,1,0,0,0,Middleweight,U-DEC,3,5:00
win,Brandon Moreno,Dustin Ortiz,1,0,24,16,0,4,2,0,Flyweight,SUB Rear Naked Choke,2,4:06
win,Scott Holtzman,Michael McBride,1,0,104,83,2,3,0,2,Lightweight,U-DEC,3,5:00
win,Danielle Taylor,Jessica Penne,0,0,72,69,0,1,0,0,Women's Strawweight,U-DEC,3,5:00
win,Alexis Davis,Cindy Dandois,0,0,51,47,0,5,2,0,Women's Bantamweight,U-DEC,3,5:00
win,Bryan Barberena,Joe Proctor,1,0,28,8,0,0,0,0,Welterweight,KO/TKO Punch,1,3:30
win,Hector Sandoval,Matt Schnell,0,0,32,16,3,1,0,1,Flyweight,KO/TKO Punch,1,4:24
win,Demetrious Johnson,Wilson Reis,0,0,108,16,1,0,1,0,Flyweight,SUB Armbar,3,4:49
win,Rose Namajunas,Michelle Waterson-Gomez,1,0,47,22,1,1,1,0,Women's Strawweight,SUB Rear Naked Choke,2,2:47
win,Robert Whittaker,Jacare Souza,1,0,55,9,0,1,0,0,Middleweight,KO/TKO Kick,2,3:28
win,Renato Moicano,Jeremy Stephens,0,0,70,56,2,0,0,0,Featherweight,S-DEC,3,5:00
win,Alexander Volkov,Roy Nelson,0,0,122,32,0,1,0,0,Heavyweight,U-DEC,3,5:00
win,Tom Duquesnoy,Patrick Williams,2,0,36,37,0,2,0,0,Bantamweight,KO/TKO Elbows,2,0:28
win,Rashid Magomedov,King Green,0,0,75,75,0,0,0,0,Lightweight,S-DEC,3,5:00
win,Tim Elliott,Louis Smolka,0,0,57,41,12,1,1,2,Flyweight,U-DEC,3,5:00
win,Aljamain Sterling,Augusto Mendes,0,1,83,30,2,0,0,0,Bantamweight,U-DEC,3,5:00
win,Devin Clark,Jake Collier,0,0,68,36,4,0,0,1,Light Heavyweight,U-DEC,3,5:00
win,Anthony Smith,Andrew Sanchez,1,0,49,63,0,4,0,0,Middleweight,KO/TKO Kick,3,3:52
win,Zak Cummings,Nathan Coy,0,0,25,23,0,1,2,0,Welterweight,SUB Guillotine Choke,1,4:21
win,Ketlen Vieira,Ashlee Evans-Smith,0,0,71,68,1,0,0,0,Women's Bantamweight,U-DEC,3,5:00
win,Daniel Cormier,Anthony Johnson,0,0,36,22,1,1,1,0,Light Heavyweight,SUB Rear Naked Choke,2,3:37
win,Gegard Mousasi,Chris Weidman,0,0,49,13,0,4,0,1,Middleweight,KO/TKO Knee,2,3:13
win,Cynthia Calvillo,Pearl Gonzalez,0,0,50,37,1,2,3,1,Women's Strawweight,SUB Rear Naked Choke,3,3:45
win,Thiago Alves,Patrick Cote,2,0,79,44,1,0,0,0,Welterweight,U-DEC,3,5:00
win,Charles Oliveira,Will Brooks,0,0,3,4,2,0,1,0,Lightweight,SUB Rear Naked Choke,1,2:30
win,Myles Jury,Mike de la Torre,0,0,36,0,1,0,0,0,Featherweight,KO/TKO Punches,1,3:30
win,Kamaru Usman,Sean Strickland,1,0,90,27,2,0,0,0,Welterweight,U-DEC,3,5:00
win,Shane Burgos,Charles Rosa,1,0,77,86,0,1,0,0,Featherweight,KO/TKO Punch,3,1:59
win,Patrick Cummins,Jan Blachowicz,0,1,73,53,3,1,0,0,Light Heavyweight,U-DEC,3,5:00
win,Gregor Gillespie,Andrew Holbrook,1,0,8,4,0,0,0,0,Lightweight,KO/TKO Punch,1,0:21
win,Desmond Green,Josh Emmett,0,0,57,41,1,0,0,0,Lightweight,S-DEC,3,5:00
win,Katlyn Cerminara,Irene Aldana,0,0,105,84,0,0,0,0,Women's Bantamweight,S-DEC,3,5:00
win,Bibulatov Magomed,Jenel Lausa,0,0,51,10,2,0,0,0,Flyweight,U-DEC,3,5:00
win,Jimi Manuwa,Corey Anderson,1,0,6,6,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,3:05
win,Gunnar Nelson,Alan Jouban,0,0,8,17,1,0,1,0,Welterweight,SUB Guillotine Choke,2,0:46
win,Marlon Vera,Brad Pickett,1,0,67,51,0,2,0,0,Catch Weight,KO/TKO Kick,3,3:50
win,Arnold Allen,Makwan Amirkhani,0,0,32,17,3,4,1,3,Featherweight,S-DEC,3,5:00
win,Joe Duffy,Reza Madadi,0,0,51,28,0,2,0,0,Lightweight,U-DEC,3,5:00
win,Francimar Barroso,Darren Stewart,0,0,28,31,7,1,0,0,Light Heavyweight,U-DEC,3,5:00
win,Timothy Johnson,Daniel Omielanczuk,0,0,52,54,1,0,0,0,Heavyweight,S-DEC,3,5:00
win,Leon Edwards,Vicente Luque,0,0,53,24,3,2,0,0,Welterweight,U-DEC,3,5:00
win,Marc Diakiese,Teemu Packalen,1,0,6,1,0,0,0,0,Lightweight,KO/TKO Punch,1,0:30
win,Brad Scott,Scott Askham,1,0,72,86,0,1,0,0,Middleweight,S-DEC,3,5:00
win,Lina Lansberg,Lucie Pudilova,0,0,80,99,1,0,0,0,Women's Bantamweight,U-DEC,3,5:00
ncnc,Vitor Belfort,Kelvin Gastelum,0,2,10,26,0,0,0,0,Middleweight,Overturned Punch,1,3:52
win,Mauricio Rua,Gian Villante,2,0,94,55,2,0,0,0,Light Heavyweight,KO/TKO Punch,3,0:59
win,Edson Barboza,Beneil Dariush,1,0,30,51,0,0,0,0,Lightweight,KO/TKO Flying Knee,2,3:35
win,Ray Borg,Jussier Formiga,0,0,36,30,0,0,0,0,Flyweight,U-DEC,3,5:00
drawdraw,Bethe Correia,Marion Reneau,0,0,43,75,2,0,0,0,Women's Bantamweight,M-DEC,3,5:00
win,Alex Oliveira,Tim Means,0,0,12,9,6,0,1,0,Welterweight,SUB Rear Naked Choke,2,2:38
win,Kevin Lee,Francisco Trinaldo,0,0,15,25,1,0,1,1,Lightweight,SUB Rear Naked Choke,2,3:12
win,Sergio Moraes,Davi Ramos,0,0,39,35,0,0,0,0,Welterweight,U-DEC,3,5:00
win,Joe Soto,Rani Yahya,0,0,54,59,1,1,2,0,Bantamweight,U-DEC,3,5:00
win,Michel Prazeres,Joshua Burkman,0,0,24,1,2,0,1,0,Lightweight,SUB North-South Choke,1,1:42
win,Jeremy Kennedy,Rony Jason,0,1,46,18,8,0,0,0,Featherweight,U-DEC,3,5:00
win,Paulo Costa,Garreth McLellan,1,0,22,6,0,0,0,0,Middleweight,KO/TKO Punch,1,1:17
win,Tyron Woodley,Stephen Thompson,1,0,54,53,1,0,0,0,Welterweight,M-DEC,5,5:00
win,David Teymur,Lando Vannata,0,0,90,76,2,1,0,0,Lightweight,U-DEC,3,5:00
win,Daniel Kelly,Rashad Evans,0,0,74,53,0,1,0,0,Middleweight,S-DEC,3,5:00
win,Cynthia Calvillo,Amanda Cooper,0,0,13,7,1,0,3,0,Women's Strawweight,SUB Rear Naked Choke,1,3:19
win,Alistair Overeem,Mark Hunt,1,0,55,21,0,0,0,0,Heavyweight,KO/TKO Knees,3,1:44
win,Marcin Tybura,Luis Henrique,0,0,50,14,1,3,0,1,Heavyweight,KO/TKO Punches,3,3:46
win,Darren Elkins,Mirsad Bektic,1,0,28,60,0,4,1,0,Featherweight,KO/TKO Kick,3,3:19
win,Iuri Alcantara,Luke Sanders,0,0,23,94,1,1,1,0,Bantamweight,SUB Kneebar,2,3:13
win,Mark Godbeer,Daniel Spitz,0,0,92,51,0,1,0,0,Heavyweight,U-DEC,3,5:00
win,Tyson Pedro,Paul Craig,1,0,23,12,0,0,0,0,Light Heavyweight,KO/TKO Elbows,1,4:10
win,Albert Morales,Andre Soukhamthath,0,0,56,46,1,0,0,0,Bantamweight,S-DEC,3,5:00
win,Derrick Lewis,Travis Browne,1,0,39,21,0,0,0,0,Heavyweight,KO/TKO Punch,2,3:12
win,Johny Hendricks,Hector Lombard,0,0,51,37,0,2,0,0,Middleweight,U-DEC,3,5:00
win,Gavin Tucker,Sam Sicilia,0,0,55,10,1,0,0,0,Featherweight,U-DEC,3,5:00
win,Elias Theodorou,Cezar Ferreira,0,0,38,11,1,3,0,2,Middleweight,U-DEC,3,5:00
win,Sara McMann,Gina Mazany,0,0,7,0,2,0,1,0,Women's Bantamweight,SUB Arm Triangle,1,1:14
win,Paul Felder,Alex Ricci,1,0,23,21,0,0,0,0,Lightweight,KO/TKO Elbow,1,4:44
win,Santiago Ponzinibbio,Nordine Taleb,1,0,53,48,0,0,0,0,Welterweight,U-DEC,3,5:00
win,Randa Markos,Carla Esparza,0,0,48,32,0,4,0,1,Women's Strawweight,S-DEC,3,5:00
win,Aiemann Zahabi,Reginaldo Vieira,1,0,44,64,0,2,0,0,Bantamweight,U-DEC,3,5:00
win,Thiago Santos,Jack Marshman,1,1,27,6,1,0,0,0,Middleweight,KO/TKO Kick,2,2:21
win,Gerald Meerschaert,Ryan Janes,0,0,3,3,0,1,1,0,Middleweight,SUB Armbar,1,1:34
win,Germaine de Randamie,Holly Holm,0,0,80,77,0,0,0,0,Women's Featherweight,U-DEC,5,5:00
win,Anderson Silva,Derek Brunson,0,0,43,54,0,2,0,0,Middleweight,U-DEC,3,5:00
win,Jacare Souza,Tim Boetsch,0,0,7,6,1,0,1,0,Middleweight,SUB Kimura,1,3:41
win,Glover Teixeira,Jared Cannonier,0,0,24,21,3,0,1,0,Light Heavyweight,U-DEC,3,5:00
win,Dustin Poirier,Jim Miller,0,0,97,71,3,1,0,3,Lightweight,M-DEC,3,5:00
win,Belal Muhammad,Randy Brown,0,0,71,52,2,0,0,0,Welterweight,U-DEC,3,5:00
win,Wilson Reis,Yuta Sasaki,0,0,34,34,6,0,2,0,Flyweight,U-DEC,3,5:00
win,Islam Makhachev,Nik Lentz,0,0,43,13,5,0,0,1,Lightweight,U-DEC,3,5:00
win,Ricky Glenn,Phillipe Nover,0,0,52,50,0,0,0,0,Featherweight,S-DEC,3,5:00
win,Ryan LaFlare,Roan Carneiro,1,0,29,19,1,0,0,0,Welterweight,U-DEC,3,5:00
win,Chan Sung Jung,Dennis Bermudez,1,0,17,20,0,0,0,0,Featherweight,KO/TKO Punch,1,2:29
win,Felice Herrig,Alexa Grasso,0,0,60,80,2,0,0,1,Women's Strawweight,U-DEC,3,5:00
win,James Vick,Abel Trujillo,0,0,25,11,1,1,3,0,Lightweight,SUB D'Arce Choke,3,0:49
win,Volkan Oezdemir,Ovince Saint Preux,0,0,82,76,0,0,0,0,Light Heavyweight,S-DEC,3,5:00
win,Marcel Fortuna,Anthony Hamilton,1,0,15,14,0,0,0,0,Heavyweight,KO/TKO Punch,1,3:10
win,Jessica Andrade,Angela Hill,0,1,131,89,2,0,0,0,Women's Strawweight,U-DEC,3,5:00
ncnc,Adam Milstead,Curtis Blaydes,0,0,1,25,0,8,0,0,Heavyweight,Overturned,2,0:59
win,Chas Skelly,Chris Gruetzemacher,0,0,21,28,2,0,1,0,Featherweight,SUB Rear Naked Choke,2,2:01
win,Ricardo Ramos,Michinori Tanaka,1,0,45,28,0,2,1,0,Bantamweight,U-DEC,3,5:00
win,Tecia Pennington,Bec Rawlings,0,0,81,37,1,1,0,0,Women's Strawweight,U-DEC,3,5:00
ncnc,Alex Morono,Niko Price,1,1,45,23,0,0,0,0,Welterweight,Overturned Punch,2,5:00
win,Khalil Rountree Jr.,Daniel Jolly,1,0,3,0,0,0,0,0,Light Heavyweight,KO/TKO Knees,1,0:52
win,Valentina Shevchenko,Julianna Pena,0,0,13,27,2,1,1,0,Women's Bantamweight,SUB Armbar,2,4:29
win,Jorge Masvidal,Donald Cerrone,2,0,58,30,0,0,0,0,Welterweight,KO/TKO Punches,2,1:00
win,Francis Ngannou,Andrei Arlovski,1,0,8,3,0,0,0,0,Heavyweight,KO/TKO Punch,1,1:32
win,Jason Knight,Alex Caceres,0,0,31,27,2,0,4,0,Featherweight,SUB Rear Naked Choke,2,4:21
win,Sam Alvey,Nate Marquardt,0,0,36,28,0,1,0,0,Middleweight,U-DEC,3,5:00
win,Raphael Assuncao,Aljamain Sterling,0,0,39,52,0,0,0,0,Bantamweight,S-DEC,3,5:00
win,Li Jingliang,Bobby Nash,1,1,37,39,0,1,0,2,Welterweight,KO/TKO Punch,2,4:45
win,Jordan Johnson,Henrique da Silva,0,0,39,22,4,0,2,0,Light Heavyweight,U-DEC,3,5:00
win,Eric Spicely,Alessio Di Chirico,0,0,1,1,1,0,1,0,Middleweight,SUB Triangle Choke,1,2:14
win,Marcos Rogerio de Lima,Jeremy Kimball,0,0,12,5,0,0,0,0,Light Heavyweight,KO/TKO Punches,1,2:27
win,Alexandre Pantoja,Eric Shelton,0,0,37,32,1,4,2,0,Flyweight,S-DEC,3,5:00
win,Jason Gonzalez,JC Cottrell,0,0,4,1,0,1,1,0,Lightweight,SUB D'Arce Choke,1,3:54
win,Yair Rodriguez,BJ Penn,1,0,55,4,0,0,0,0,Featherweight,KO/TKO Punches,2,0:24
win,Joe Lauzon,Marcin Held,0,0,20,23,1,5,1,0,Lightweight,S-DEC,3,5:00
win,Ben Saunders,Court McGee,0,0,49,54,0,1,0,0,Welterweight,U-DEC,3,5:00
win,Sergio Pettis,John Moraga,0,0,48,33,2,1,0,0,Flyweight,U-DEC,3,5:00
win,Drakkar Klose,Devin Powell,0,0,68,22,2,0,0,0,Lightweight,U-DEC,3,5:00
win,Augusto Mendes,Frankie Saenz,0,1,42,40,4,0,0,0,Bantamweight,S-DEC,3,5:00
win,Aleksei Oleinik,Viktor Pesta,0,0,7,7,0,1,1,0,Heavyweight,SUB Ezekiel Choke,1,2:57
win,Anthony Rocco Martin,Alex White,0,0,20,11,2,0,0,0,Lightweight,U-DEC,3,5:00
win,Nina Nunes,Jocelyn Jones-Lybarger,0,0,48,21,1,0,2,0,Women's Strawweight,SUB Rear Naked Choke,3,3:39
win,Walt Harris,Chase Sherman,1,0,32,20,0,0,0,0,Heavyweight,KO/TKO Knee,2,2:41
win,Joachim Christensen,Bojan Mihajlovic,1,0,41,22,0,0,0,0,Light Heavyweight,KO/TKO Punches,3,2:05
win,Cyril Asker,Dmitrii Smoliakov,0,0,19,5,1,0,0,0,Heavyweight,KO/TKO Punches,1,2:41
win,Amanda Nunes,Ronda Rousey,0,0,27,7,0,0,0,0,Women's Bantamweight,KO/TKO Punches,1,0:48
win,Cody Garbrandt,Dominick Cruz,2,0,68,88,1,0,0,0,Bantamweight,U-DEC,5,5:00
win,TJ Dillashaw,John Lineker,0,0,71,38,5,1,1,0,Bantamweight,U-DEC,3,5:00
win,Dong Hyun Kim,Tarec Saffiedine,0,0,36,52,3,2,0,0,Welterweight,S-DEC,3,5:00
win,Ray Borg,Louis Smolka,0,0,21,10,4,0,1,1,Flyweight,U-DEC,3,5:00
win,Neil Magny,Johny Hendricks,0,0,50,18,1,6,2,0,Welterweight,U-DEC,3,5:00
win,Antonio Carlos Junior,Marvin Vettori,0,0,28,29,4,1,0,1,Middleweight,U-DEC,3,5:00
win,Alex Garcia,Mike Pyle,1,0,14,5,1,0,0,0,Welterweight,KO/TKO Punch,1,3:34
win,Niko Price,Brandon Thatch,0,0,6,8,1,0,2,2,Welterweight,SUB Arm Triangle,1,4:30
ncnc,Alex Oliveira,Tim Means,1,0,6,17,1,1,0,0,Welterweight,CNC,1,3:33
win,Michelle Waterson-Gomez,Paige VanZant,0,0,12,5,1,0,2,0,Women's Strawweight,SUB Rear Naked Choke,1,3:21
win,Mickey Gall,Sage Northcutt,1,1,9,13,2,0,3,0,Welterweight,SUB Rear Naked Choke,2,1:40
win,Urijah Faber,Brad Pickett,1,0,70,18,5,1,1,0,Bantamweight,U-DEC,3,5:00
win,Alan Jouban,Mike Perry,1,0,69,37,2,0,0,0,Welterweight,U-DEC,3,5:00
win,Paul Craig,Henrique da Silva,0,0,31,16,1,1,3,0,Light Heavyweight,SUB Armbar,2,1:59
win,Mizuto Hirota,Cole Miller,0,0,57,21,6,0,0,0,Featherweight,U-DEC,3,5:00
win,Colby Covington,Bryan Barberena,0,0,76,41,12,0,0,0,Welterweight,U-DEC,3,5:00
win,Alex Morono,James Moontasri,0,0,111,46,0,0,0,0,Welterweight,U-DEC,3,5:00
win,Josh Emmett,Scott Holtzman,0,0,87,65,8,3,1,0,Lightweight,U-DEC,3,5:00
win,Leslie Smith,Irene Aldana,1,0,169,108,0,1,0,0,Women's Bantamweight,U-DEC,3,5:00
win,Eddie Wineland,Takeya Mizugaki,2,0,9,13,0,0,0,0,Bantamweight,KO/TKO Punches,1,3:04
win,Hector Sandoval,Fredy Serrano,0,0,33,22,2,0,2,0,Flyweight,U-DEC,3,5:00
win,Sultan Aliev,Bojan Velickovic,0,0,15,22,2,0,0,1,Welterweight,S-DEC,3,5:00
win,Max Holloway,Anthony Pettis,1,0,94,53,2,0,0,0,Featherweight,KO/TKO Punches,3,4:50
win,Donald Cerrone,Matt Brown,2,1,63,70,0,0,0,1,Welterweight,KO/TKO Kick,3,0:34
win,Cub Swanson,Dooho Choi,0,0,111,77,2,1,0,0,Featherweight,U-DEC,3,5:00
win,Kelvin Gastelum,Tim Kennedy,1,0,62,45,0,3,0,0,Middleweight,KO/TKO Punches,3,2:45
win,Emil Meek,Jordan Mein,0,0,50,34,1,3,1,0,Welterweight,U-DEC,3,5:00
win,Misha Cirkunov,Nikita Krylov,0,0,8,16,2,1,1,0,Light Heavyweight,SUB Guillotine Choke,1,4:38
win,Olivier Aubin-Mercier,Drew Dober,0,1,27,24,0,0,1,0,Lightweight,SUB Rear Naked Choke,2,2:57
win,Viviane Pereira,Valerie Letourneau,0,0,25,47,1,1,0,0,Women's Strawweight,S-DEC,3,5:00
win,Matthew Lopez,Mitch Gagnon,0,1,30,31,5,1,1,0,Bantamweight,U-DEC,3,5:00
win,Lando Vannata,John Makdessi,1,0,10,11,0,0,0,0,Lightweight,KO/TKO Kick,1,1:40
win,Rustam Khabilov,Jason Saggo,0,0,42,19,4,0,0,0,Lightweight,U-DEC,3,5:00
win,Dustin Ortiz,Zach Makovsky,0,0,34,21,4,4,0,1,Flyweight,S-DEC,3,5:00
win,Derrick Lewis,Shamil Abdurakhimov,0,0,39,15,1,4,0,1,Heavyweight,KO/TKO Punches,4,3:42
win,Francis Ngannou,Anthony Hamilton,0,0,1,0,0,1,1,0,Heavyweight,SUB Kimura,1,1:57
win,Corey Anderson,Sean O'Connell,0,0,66,9,5,0,0,0,Light Heavyweight,KO/TKO Punches,2,2:36
win,Gian Villante,Saparbeg Safarov,1,0,60,37,0,0,0,0,Light Heavyweight,KO/TKO Punches,2,2:54
win,Justine Kish,Ashley Yoder,0,0,51,44,1,1,1,0,Women's Strawweight,U-DEC,3,5:00
win,Randy Brown,Brian Camozzi,1,0,42,11,1,0,0,1,Welterweight,KO/TKO Knee,2,1:25
win,Gerald Meerschaert,Joseph Gigliotti,0,0,14,5,0,1,1,0,Middleweight,SUB Anaconda Choke,1,4:12
win,Andrew Sanchez,Trevor Smith,0,0,74,61,0,0,0,0,Middleweight,U-DEC,3,5:00
win,Shane Burgos,Tiago dos Santos e Silva,1,0,73,56,1,1,0,0,Featherweight,U-DEC,3,5:00
win,Marc Diakiese,Frankie Perez,0,0,9,20,6,1,0,0,Lightweight,U-DEC,3,5:00
win,Ryan Janes,Keith Berish,0,0,82,61,0,2,0,0,Middleweight,U-DEC,3,5:00
win,Juliana Lima,JJ Aldrich,0,0,56,31,4,0,0,0,Women's Strawweight,U-DEC,3,5:00
win,Demetrious Johnson,Tim Elliott,0,0,28,24,5,4,3,2,Flyweight,U-DEC,5,5:00
win,Joseph Benavidez,Henry Cejudo,0,1,69,68,0,1,0,0,Flyweight,S-DEC,3,5:00
win,Jorge Masvidal,Jake Ellenberger,0,0,44,11,0,0,0,0,Welterweight,KO/TKO Punches,1,4:05
win,Jared Cannonier,Ion Cutelaba,0,0,59,45,0,6,0,0,Light Heavyweight,U-DEC,3,5:00
win,Sara McMann,Alexis Davis,0,0,14,21,2,0,1,1,Women's Bantamweight,SUB Arm Triangle,2,2:52
win,Brandon Moreno,Ryan Benoit,0,1,54,23,5,0,0,0,Flyweight,S-DEC,3,5:00
win,Ryan Hall,Gray Maynard,0,0,46,12,0,0,0,0,Featherweight,U-DEC,3,5:00
win,Rob Font,Matt Schnell,1,0,26,14,1,0,1,0,Bantamweight,KO/TKO Punch,1,3:47
win,Dong Hyun Ma,Brendan O'Reilly,0,0,21,25,4,0,0,1,Lightweight,U-DEC,3,5:00
win,Jamie Moyle,Kailin Curran,0,0,73,47,3,0,0,1,Women's Strawweight,U-DEC,3,5:00
win,Anthony Smith,Elvis Mutapcic,1,0,48,29,0,0,1,0,Middleweight,KO/TKO Elbow,2,3:27
